"INTERNAL,N,6,0","INACTIVE,L","PART_NO,C,20","DESC,C,70","DESC1,C,70","PRINTD1,L","TYPE,C,1","GROUP,N,6,0","GROUP1,N,4,0","GROUP2,N,4,0","GROUP3,N,4,0","SALE_ACC,N,5,0","BUY_ACC,N,5,0","UNIT,C,10","BIN,C,10","PRICE1,N,13,3","QTY1,N,9,2","PRICE2,N,13,3","QTY2,N,9,2","PRICE3,N,13,3","QTY3,N,9,2","PRICE4,N,13,3","QTY4,N,9,2","PRICE5,N,13,3","QTY5,N,9,2","SPRICE,N,13,3","SDATE1,D","SDATE2,D","COST,N,14,4","FACTOR,N,7,3","PUR_QTY,N,14,3","PUR_AMOUNT,N,15,3","QTY,N,12,3","BACKORDER,N,12,4","ONORDER,N,12,4","ONLAYBY,N,10,2","LASTSOLD,D","LASTBUY,D","LASTORDER,D","MINIMUM,N,8,0","MAXIMUM,N,8,0","TAXCODE,C,3","TAXCODE1,C,3","NOTES,C,57","TRACKSER,L","SUPPLIER,N,4,0","EDITQTY,L","BLOCKDISC,L","EDITPRICE,L","SELLUNIT,N,6,0","BUYUNIT,N,6,0","MADEUP,L","BFQTY,N,12,3","BFCOST,N,15,4","SPICTURE,C,80","USRPROMPT,C,80","EXPIRY,L","S_POINTS,N,8,0","USESCALE,L","CON_OUT,N,11,3","CON_IN,N,11,3","RELEASEDON,D","WEBSTORE,L","FROMTIME,C,5","TOTIME,C,5","COSTDATE,D","COSTDATE1,D","TEMPCOST,N,15,3","DAYS,N,5,0","BLOCKFRAC,L","MINSELL,N,13,3","SELLCHANGE,D","SPECIALS,N,3,0"
4423,FALSE,10181043598,PALMERS SKIN THERAPY NATURAL ROSEHIP OIL 150 ML,,FALSE,,19,0,0,0,0,0,,,21000,1,0,0,20800,3,0,0,0,0,0,,,9190,0,0,0,0,0,0,0,4/11/2024,10/24/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4424,FALSE,5060420000000,THE INKEY LIST  NIACINAMIDE SERUM 30ML,,FALSE,,8,0,0,0,0,0,,,21120,1,0,0,20697.6,3,0,0,0,0,20064,3/3/2025,3/5/2025,11781,0,0,0,1,0,0,0,5/7/2025,10/24/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4425,FALSE,10181075506,PALMERS SKIN SUCCESS ANTI-DARK SPOT FADE CREAM 75G,,FALSE,,18,0,0,0,0,0,,,25000,1,0,0,24800,3,0,0,0,0,0,,,18000,0,0,0,12,0,0,0,7/5/2025,7/15/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
4426,FALSE,810084000000,+6SALTAIR SEASCAPE SKIN NOURISHING BODY WASH 500ML,,FALSE,,6,0,0,0,0,0,,,46464,0,0,0,41395.2,0,0,0,0,0,0,,,24930,0,0,0,1,0,0,0,,10/24/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4427,FALSE,6921200000000,VEET GOLD SUGAR & MILK BODY MAGIC  SHOWER BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,12000,1,0,0,11500,3,0,0,0,0,0,,,6833.34,0,0,0,3,0,0,0,5/10/2025,8/22/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4428,FALSE,6921200000000,VEET GOLD KOJIC ACID & VITAMIC GOLD PLUS 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,0,0,0,0,7/3/2025,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4429,FALSE,6921200000000,VEET GOLD FROZON COLLAGEN BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,0,0,0,0,4/27/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4430,FALSE,6921200000000,VEET GOLD FROZEN 2 IN 1 WHITENING,,FALSE,,1,0,0,0,0,0,,,8879.27,1,0,0,8701.68,3,0,0,0,0,0,,,3250,0,0,0,2,0,0,0,9/5/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/7/2025,0
4431,FALSE,6921200000000,VEET GOLD CLEAR DARK SPOT EXTRA WHITENING SHOWER BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,1,0,0,0,7/23/2025,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4432,FALSE,6921200000000,VEET GOLD BANANA & MANGO EXTER WHITENING SHOWE BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,3,0,0,0,9/18/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4433,FALSE,6921200000000,VEET GOLD EXTRA WHITENING 3 IN 1 SHOWER BATH,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,2,0,0,0,6/16/2025,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4434,FALSE,6921200000000,VEET GOLD STRAWBERRY & PEACH SHOWER BATH 1000ML,,FALSE,,1,0,0,0,0,0,,,8879.27,1,0,0,8701.68,3,0,0,0,0,8435.307,3/3/2025,3/5/2025,3250,0,0,0,2,0,0,0,6/30/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4435,FALSE,6921200000000,VEET GOLD NONO WHITE & NIACINAMIDE SHOWE BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,3,0,0,0,7/3/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4436,FALSE,6921200000000,VEET GOLD CARROT & TURMERIC EXTRA WHITENING SHOWER BATH,,FALSE,,6,0,0,0,0,0,,,11200,1,0,0,10750,3,0,0,0,0,0,,,7083.33,0,0,0,3,0,0,0,5/22/2025,6/12/2025,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,2,,FALSE,7:00,20:00,,,0,0,FALSE,0,6/12/2025,0
4437,FALSE,6921200000000,VEET GOLD COFFEE & COCONUT EXTRA WHITENING SHOWER BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,-1,0,0,0,5/2/2025,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4438,FALSE,6921200000000,VEET GOLD SNAIL WHITE GLUTA COLLAGEN PLUS  SHOWER BATH 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,0,0,0,0,3/16/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4439,FALSE,6921200000000,VEET GOLD OUD  NATURAL MEN LIGHTENING & GLOWING 1000ML,,FALSE,,6,0,0,0,0,0,,,9438,1,0,0,8408.4,3,0,0,0,0,0,,,3250,0,0,0,3,0,0,0,1/26/2024,,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,1,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4440,FALSE,6340550000000,LAMSAT HARIR  100ML,,FALSE,,2,0,0,0,0,0,,,22000,1,0,0,21500,3,0,0,0,0,20900,3/3/2025,3/5/2025,10000,0,0,0,6,0,0,0,6/14/2025,6/16/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,8/19/2024,0
4441,FALSE,10019,LEVINIA POWDER 125G,,FALSE,,36,0,0,0,0,0,,,792,1,0,0,776.16,3,0,0,0,0,752.4,3/3/2025,3/5/2025,452,0,0,0,5,0,0,0,3/21/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4442,FALSE,10020,MY LOVE OIL CONTROL POWDER,,FALSE,,36,0,0,0,0,0,,,145.2,1,0,0,142.3,3,0,0,0,0,137.94,3/3/2025,3/5/2025,75,0,0,0,7,0,0,0,7/5/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4443,FALSE,810084000000,SALTAIR ISLAND ORCHID SKIN INVIGORATING BODY WASH  500ML,,FALSE,,6,0,0,0,0,0,,,47916,0,0,0,42688.8,0,0,0,0,0,0,,,24930,0,0,0,0,0,0,0,6/26/2024,10/24/2023,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4444,FALSE,10021,ENCHANTEUR CHARMING POWDER 125G,,FALSE,,36,0,0,0,0,0,,,792,1,0,0,776.16,3,0,0,0,0,752.4,3/3/2025,3/5/2025,585,0,0,0,0,0,0,0,1/19/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4445,FALSE,10022,MY LOVE POWDER 50G,,FALSE,,36,0,0,0,0,0,,,528,1,0,0,517.44,3,0,0,0,0,501.6,3/3/2025,3/5/2025,300,0,0,0,0,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4446,FALSE,10023,L`EVINIA POWDER 50G,,FALSE,,36,0,0,0,0,0,,,528,1,0,0,517.44,3,0,0,0,0,501.6,3/3/2025,3/5/2025,300,0,0,0,1,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4447,FALSE,6291110000000,AMBERLEY AMOROSE RED 100ML,,FALSE,,2,0,0,0,0,0,,,40075.2,1,0,0,35703.36,3,0,0,0,0,38071.44,3/3/2025,3/5/2025,13000,0,0,0,4,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4448,FALSE,6291110000000,AMBERLEY PUR OUD BLACK  100ML,,FALSE,,2,0,0,0,0,0,,,40075.2,1,0,0,35703.36,3,0,0,0,0,38071.44,3/3/2025,3/5/2025,13000,0,0,0,2,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4449,FALSE,6291110000000,PARADOX ROSSA EAU DE PARFUM 100ML,,FALSE,,2,0,0,0,0,0,,,40075.2,1,0,0,35703.36,3,0,0,0,0,38071.44,3/3/2025,3/5/2025,13000,0,0,0,1,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4450,FALSE,6291110000000,BROWN ORCHID AMETHYST 80ML,,FALSE,,2,0,0,0,0,0,,,19250,1,0,0,14747.04,3,0,0,0,0,18287.5,3/3/2025,3/5/2025,3500,0,0,0,1,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4451,FALSE,6291110000000,BLACK ORCHID 80ML,,FALSE,,2,0,0,0,0,0,,,19250,1,0,0,17075.52,3,0,0,0,0,18287.5,3/3/2025,3/5/2025,5000,0,0,0,0,0,0,0,11/4/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4452,FALSE,6291110000000,VIOLET SAPPHIRE 100ML,,FALSE,,2,0,0,0,0,0,,,17600,1,0,0,15523.2,3,0,0,0,0,16720,3/3/2025,3/5/2025,3833,0,0,0,0,0,0,0,2/25/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4453,FALSE,6291110000000,BROWN ORCHID FREE DEO SPRAY INSIDE 80ML,,FALSE,,2,0,0,0,0,0,,,20908.8,1,0,0,18627.84,3,0,0,0,0,19863.36,3/3/2025,3/5/2025,6500,0,0,0,1,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4454,FALSE,715600000000,AVANTI FOR HIM 100ML,,FALSE,,2,0,0,0,0,0,,,26136,1,0,0,23284.8,3,0,0,0,0,24829.2,3/3/2025,3/5/2025,10500,0,0,0,2,0,0,0,8/31/2024,3/11/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4455,FALSE,6291110000000,VERSUS BRIGHT CRYSTAL 100ML,,FALSE,,2,0,0,0,0,0,,,7840.8,1,0,0,6985.44,3,0,0,0,0,7448.76,3/3/2025,3/5/2025,2500,0,0,0,0,0,0,0,4/10/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4456,FALSE,6291110000000,ASAD LATTAFA 100ML,,FALSE,,2,0,0,0,0,0,,,48787.2,1,0,0,43464.96,3,0,0,0,0,46347.84,3/3/2025,3/5/2025,21000,0,0,0,0,0,0,0,9/13/2024,3/11/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4457,FALSE,200056,OUD EAU 50ML,,FALSE,,2,0,0,0,0,0,,,5227.2,1,0,0,4656.96,3,0,0,0,0,4965.84,3/3/2025,3/5/2025,1670,0,0,0,7,0,0,0,,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4458,FALSE,8809860000000,TIAM  SNAIL & AZULENE WATER ESSENCE 180ML,,FALSE,,17,0,0,0,0,0,,,15840,1,0,0,15523.2,3,0,0,0,0,0,,,8510,0,0,0,4,0,0,0,7/15/2025,8/26/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,6/6/2025,0
4459,FALSE,6525240000000,MOUSUF BLUE,,FALSE,,2,0,0,0,0,0,,,21780,0,0,0,19404,0,0,0,0,0,20691,3/3/2025,3/5/2025,7085,0,0,0,0,0,0,0,12/22/2023,10/28/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4460,FALSE,844061000000,OUD TOUCH SECRET AMOR 236ML,,FALSE,,2,0,0,0,0,0,,,7840.8,1,0,0,6985.44,3,0,0,0,0,7448.76,3/3/2025,3/5/2025,2167,0,0,0,-2,0,0,0,6/10/2024,10/28/2023,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4461,FALSE,666555000000,AVENTOS BLUE FOR HIM SECRET AMOR BODY MIST SPRAY 236ML,,FALSE,,2,0,0,0,0,0,,,7840.8,1,0,0,6985.44,3,0,0,0,0,7448.76,3/3/2025,3/5/2025,2167,0,0,0,0,0,0,0,10/28/2023,10/28/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4462,FALSE,1166560000000,BOLD MAN BLACK SECRET AMOR BODY MIST SPRAY 236ML,,FALSE,,2,0,0,0,0,0,,,7840.8,1,0,0,6985.44,3,0,0,0,0,7448.76,3/3/2025,3/5/2025,2167,0,0,0,-1,0,0,0,12/22/2023,10/28/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4463,FALSE,6939520000000,VEYES ROSE OF NO MAN LAND EAU DE PARFUM 50ML,,FALSE,,2,0,0,0,0,0,,,6500,1,0,0,6300,3,0,0,0,0,6175,3/3/2025,3/5/2025,2333.34,0,0,0,4,0,0,0,12/18/2024,3/11/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,3,,FALSE,7:00,20:00,,,0,0,FALSE,0,3/11/2024,0
4464,FALSE,655135000000,SECRET AMOR BODY MIST SPRAY 236ML,,FALSE,,2,0,0,0,0,0,,,8000,1,0,0,7800,3,0,0,0,0,7600,3/3/2025,3/5/2025,14000,0,0,0,-11,0,0,0,7/1/2025,3/11/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,13,,FALSE,7:00,20:00,,,0,0,FALSE,0,3/11/2024,0
4465,FALSE,6971760000000,ESTEIN CHARCOAL WHITE HYDRATING BLACK MASK 25G,,FALSE,,37,0,0,0,0,0,,,1980,1,0,0,1925,3,0,0,0,0,0,,,600,0,0,0,43,0,0,0,5/8/2025,2/15/2024,,2,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,35,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/2/2025,0
4466,FALSE,8717160000000,DOVE GO FRESH MOISTURIZING 48H  ANTIPERSPIRANT 250ML,,FALSE,,2,0,0,0,0,0,,,6750,1,0,0,6550,3,0,0,0,0,6293.75,3/3/2025,3/5/2025,3750,0,0,0,0,0,0,0,6/17/2025,4/7/2025,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,36,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
4467,FALSE,8717160000000,DOVE GO FRESH MOISTURIZING 48H  ANTIPERSPIRANT 250ML,,FALSE,,2,0,0,0,0,0,,,7000,1,0,0,6750,3,0,0,0,0,7315,3/3/2025,3/5/2025,3750,0,0,0,2,0,0,0,7/12/2025,4/7/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,12,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
4468,FALSE,8717160000000,DOVE ORIGINAL  MOISTURIZING CREAM 48H  ANTIPERSPIRANT 250ML,,FALSE,,2,0,0,0,0,0,,,6750,1,0,0,6550,3,0,0,0,0,5700,3/3/2025,3/5/2025,3750,0,0,0,6,0,0,0,7/21/2025,4/7/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,30,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
4469,FALSE,8711600000000,DOVE GO FRESH MOISTURIZING 48H  ANTIPERSPIRANT 250ML,,FALSE,,2,0,0,0,0,0,,,6750,1,0,0,6550,3,0,0,0,0,6293.75,3/3/2025,3/5/2025,3583.34,0,0,0,4,0,0,0,7/22/2025,6/16/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,52,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
4470,FALSE,8717160000000,DOVE MEN + CARE MOISTURIZER TECH 48H ANTIPERPITRANT 250ML,,FALSE,,2,0,0,0,0,0,,,6750,1,0,0,6550,3,0,0,0,0,6175,3/3/2025,3/5/2025,3500,0,0,0,5,0,0,0,7/17/2025,7/3/2025,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
4471,FALSE,8718110000000,DOVE MEN + CARE MOISTURIZER TECH 48H ANTIPERPITRANT 250ML,,FALSE,,2,0,0,0,0,0,,,6750,1,0,0,6550,3,0,0,0,0,6175,3/3/2025,3/5/2025,3750,0,0,0,9,0,0,0,6/19/2025,4/7/2025,,0,0,G,,,FALSE,0,FALSE,FALSE,FALSE,0,0,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,4/7/2025,0
4472,FALSE,8720180000000,REXONA SEXY BOUQUET 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5830,1,0,0,5433.12,3,0,0,0,0,5538.5,3/3/2025,3/5/2025,1500,0,0,0,0,0,0,0,12/20/2023,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4473,FALSE,8714100000000,REXONA ANTIBACTERIAL PROTECTION  10X 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5600,1,0,0,5450,3,0,0,0,0,0,,,2167,0,0,0,6,0,0,0,6/30/2025,1/10/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,5/5/2025,0
4474,FALSE,8714100000000,REXONA BIORYTHM 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5600,1,0,0,5450,3,0,0,0,0,5320,3/3/2025,3/5/2025,3541.67,0,0,0,0,0,0,0,2/22/2025,3/11/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,3/11/2024,0
4475,FALSE,8714100000000,REXONA SHOWER FRESH 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5600,1,0,0,5450,3,0,0,0,0,5320,3/3/2025,3/5/2025,2167,0,0,0,0,0,0,0,5/20/2025,1/10/2024,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,22,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/24/2024,0
4476,FALSE,8711600000000,REXONA MUSC 48H 200ML,,FALSE,,22,0,0,0,0,0,,,5600,1,0,0,5450,3,0,0,0,0,0,,,1500,0,0,0,0,0,0,0,2/20/2025,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,0:00,0:00,,,0,0,FALSE,0,5/5/2025,0
4477,FALSE,8710450000000,REXONA ALOE VERA SCENT 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5600,1,0,0,5450,3,0,0,0,0,5320,3/3/2025,3/5/2025,1500,0,0,0,2,0,0,0,2/29/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/24/2024,0
4478,FALSE,8714100000000,REXONA COTTEN DRY 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5600,1,0,0,5450,3,0,0,0,0,5320,3/3/2025,3/5/2025,2335,0,0,0,6,0,0,0,7/11/2025,1/14/2025,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,6,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/24/2024,0
4479,FALSE,8710450000000,REXONA STRESS CONTROL 48H 200ML,,FALSE,,2,0,0,0,0,0,,,5830,1,0,0,5433.12,3,0,0,0,0,5538.5,3/3/2025,3/5/2025,1500,0,0,0,0,0,0,0,1/8/2024,,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
4480,FALSE,5000450000000,VITAMINSTORE VITAMIN C AND ZINC 20TABLETS,,FALSE,,29,0,0,0,0,0,,,5940,1,0,0,5821.2,3,0,0,0,0,5643,3/3/2025,3/5/2025,2500,0,0,0,0,0,0,0,12/7/2023,10/28/2023,,0,0,,,,FALSE,0,FALSE,FALSE,FALSE,1,1,FALSE,0,0,,,FALSE,0,FALSE,0,0,,FALSE,7:00,20:00,,,0,0,FALSE,0,2/22/2024,0
